sampleID	gene_id	experiment	counts	exLength	type	rnaType	sumCountsErcc	fpkm
Live-PL2-B04	ERCC-00025	CRL2097_Run140613	0	1993	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00131	CRL2097_Run140613	0	770	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00040	CRL2097_Run140613	0	743	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00024	CRL2097_Run140613	0	535	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00060	CRL2097_Run140613	24	522	Live	ERCC	10823	4248.08384867901
Live-PL2-B04	ERCC-00031	CRL2097_Run140613	0	1137	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00013	CRL2097_Run140613	0	807	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00071	CRL2097_Run140613	0	641	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00111	CRL2097_Run140613	10	993	Live	ERCC	10823	930.471537852652
Live-PL2-B04	ERCC-00092	CRL2097_Run140613	0	1123	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00002	CRL2097_Run140613	1453	1060	Live	ERCC	10823	126652.011178151
Live-PL2-B04	ERCC-00076	CRL2097_Run140613	0	641	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00085	CRL2097_Run140613	0	843	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00165	CRL2097_Run140613	17	871	Live	ERCC	10823	1803.36280487837
Live-PL2-B04	ERCC-00069	CRL2097_Run140613	0	1136	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00147	CRL2097_Run140613	0	1022	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00143	CRL2097_Run140613	0	783	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00144	CRL2097_Run140613	0	537	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00157	CRL2097_Run140613	0	1018	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00009	CRL2097_Run140613	42	983	Live	ERCC	10823	3947.73610963202
Live-PL2-B04	ERCC-00084	CRL2097_Run140613	0	993	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00004	CRL2097_Run140613	813	522	Live	ERCC	10823	143903.840374001
Live-PL2-B04	ERCC-00016	CRL2097_Run140613	0	843	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00164	CRL2097_Run140613	0	1021	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00168	CRL2097_Run140613	0	1023	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00097	CRL2097_Run140613	0	522	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00154	CRL2097_Run140613	0	536	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00012	CRL2097_Run140613	0	993	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00163	CRL2097_Run140613	2	542	Live	ERCC	10823	340.943998925345
Live-PL2-B04	ERCC-00138	CRL2097_Run140613	0	1023	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00053	CRL2097_Run140613	0	1022	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00039	CRL2097_Run140613	0	739	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00059	CRL2097_Run140613	0	524	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00137	CRL2097_Run140613	0	536	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00051	CRL2097_Run140613	5	273	Live	ERCC	10823	1692.2312034573
Live-PL2-B04	ERCC-00041	CRL2097_Run140613	0	1121	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00134	CRL2097_Run140613	0	273	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00096	CRL2097_Run140613	1429	1106	Live	ERCC	10823	119379.414177061
Live-PL2-B04	ERCC-00150	CRL2097_Run140613	0	742	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00162	CRL2097_Run140613	17	522	Live	ERCC	10823	3009.0593928143
Live-PL2-B04	ERCC-00017	CRL2097_Run140613	0	1135	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00079	CRL2097_Run140613	0	643	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00067	CRL2097_Run140613	0	643	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00057	CRL2097_Run140613	0	1020	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00044	CRL2097_Run140613	1	1155	Live	ERCC	10823	79.9963841634358
Live-PL2-B04	ERCC-00099	CRL2097_Run140613	0	1349	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00148	CRL2097_Run140613	0	493	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00042	CRL2097_Run140613	162	1022	Live	ERCC	10823	14645.9133471825
Live-PL2-B04	ERCC-00158	CRL2097_Run140613	0	1026	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00014	CRL2097_Run140613	0	1956	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00142	CRL2097_Run140613	0	492	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00108	CRL2097_Run140613	112	1021	Live	ERCC	10823	10135.4870277983
Live-PL2-B04	ERCC-00098	CRL2097_Run140613	0	1142	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00113	CRL2097_Run140613	162	839	Live	ERCC	10823	17840.4331833379
Live-PL2-B04	ERCC-00156	CRL2097_Run140613	0	493	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00022	CRL2097_Run140613	12	750	Live	ERCC	10823	1478.33317934029
Live-PL2-B04	ERCC-00171	CRL2097_Run140613	453	504	Live	ERCC	10823	83046.2463096668
Live-PL2-B04	ERCC-00109	CRL2097_Run140613	0	535	Live	ERCC	10823	0
Live-PL2-B04	ERCC-00073	CRL2097_Run140613	0	602	Live	ERCC	10823	0
Live-PL2-B05	ERCC-00156	CRL2097_Run140613	0	493	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00039	CRL2097_Run140613	0	739	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00012	CRL2097_Run140613	0	993	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00077	CRL2097_Run140613	0	272	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00075	CRL2097_Run140613	0	1022	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00097	CRL2097_Run140613	0	522	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00004	CRL2097_Run140613	1376	522	Live	ERCC	28615	92120.0533171588
Live-PL2-B05	ERCC-00062	CRL2097_Run140613	5	1022	Live	ERCC	28615	170.972144192435
Live-PL2-B05	ERCC-00035	CRL2097_Run140613	0	1129	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00123	CRL2097_Run140613	0	1021	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00083	CRL2097_Run140613	0	1021	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00042	CRL2097_Run140613	71	1022	Live	ERCC	28615	2427.80444753258
Live-PL2-B05	ERCC-00043	CRL2097_Run140613	32	1022	Live	ERCC	28615	1094.22172283159
Live-PL2-B05	ERCC-00044	CRL2097_Run140613	0	1155	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00069	CRL2097_Run140613	0	1136	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00147	CRL2097_Run140613	0	1022	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00154	CRL2097_Run140613	0	536	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00059	CRL2097_Run140613	0	524	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00071	CRL2097_Run140613	0	641	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00074	CRL2097_Run140613	11782	521	Live	ERCC	28615	790291.92573456
Live-PL2-B05	ERCC-00171	CRL2097_Run140613	1181	504	Live	ERCC	28615	81889.0081514579
Live-PL2-B05	ERCC-00131	CRL2097_Run140613	24	770	Live	ERCC	28615	1089.24798772781
Live-PL2-B05	ERCC-00060	CRL2097_Run140613	146	522	Live	ERCC	28615	9774.36612231481
Live-PL2-B05	ERCC-00162	CRL2097_Run140613	0	522	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00053	CRL2097_Run140613	0	1022	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00120	CRL2097_Run140613	0	535	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00033	CRL2097_Run140613	0	2021	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00051	CRL2097_Run140613	26	273	Live	ERCC	28615	3328.25774027941
Live-PL2-B05	ERCC-00144	CRL2097_Run140613	0	537	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00158	CRL2097_Run140613	0	1026	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00079	CRL2097_Run140613	0	643	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00041	CRL2097_Run140613	0	1121	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00137	CRL2097_Run140613	0	536	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00092	CRL2097_Run140613	26	1123	Live	ERCC	28615	809.095603825715
Live-PL2-B05	ERCC-00095	CRL2097_Run140613	71	520	Live	ERCC	28615	4771.56951034288
Live-PL2-B05	ERCC-00046	CRL2097_Run140613	882	521	Live	ERCC	28615	59161.2186808591
Live-PL2-B05	ERCC-00014	CRL2097_Run140613	0	1956	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00148	CRL2097_Run140613	100	493	Live	ERCC	28615	7088.58139410421
Live-PL2-B05	ERCC-00168	CRL2097_Run140613	0	1023	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00134	CRL2097_Run140613	0	273	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00113	CRL2097_Run140613	559	839	Live	ERCC	28615	23283.9199124791
Live-PL2-B05	ERCC-00067	CRL2097_Run140613	0	643	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00081	CRL2097_Run140613	0	533	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00157	CRL2097_Run140613	0	1018	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00170	CRL2097_Run140613	0	1022	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00078	CRL2097_Run140613	92	992	Live	ERCC	28615	3241.02517853821
Live-PL2-B05	ERCC-00165	CRL2097_Run140613	0	871	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00040	CRL2097_Run140613	0	743	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00016	CRL2097_Run140613	0	843	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00138	CRL2097_Run140613	0	1023	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00096	CRL2097_Run140613	3436	1106	Live	ERCC	28615	108568.610084811
Live-PL2-B05	ERCC-00117	CRL2097_Run140613	0	1135	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00126	CRL2097_Run140613	0	1117	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00142	CRL2097_Run140613	0	492	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00048	CRL2097_Run140613	0	991	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00136	CRL2097_Run140613	406	1032	Live	ERCC	28615	13748.4135143519
Live-PL2-B05	ERCC-00084	CRL2097_Run140613	0	993	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00112	CRL2097_Run140613	0	1135	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00116	CRL2097_Run140613	62	1990	Live	ERCC	28615	1088.7918537296
Live-PL2-B05	ERCC-00058	CRL2097_Run140613	0	1135	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00017	CRL2097_Run140613	0	1135	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00109	CRL2097_Run140613	0	535	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00034	CRL2097_Run140613	0	1018	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00031	CRL2097_Run140613	0	1137	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00150	CRL2097_Run140613	0	742	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00163	CRL2097_Run140613	0	542	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00073	CRL2097_Run140613	0	602	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00019	CRL2097_Run140613	103	643	Live	ERCC	28615	5597.99493952127
Live-PL2-B05	ERCC-00003	CRL2097_Run140613	135	1022	Live	ERCC	28615	4616.24789319575
Live-PL2-B05	ERCC-00025	CRL2097_Run140613	0	1993	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00143	CRL2097_Run140613	0	783	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00024	CRL2097_Run140613	0	535	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00028	CRL2097_Run140613	0	1129	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00009	CRL2097_Run140613	261	983	Live	ERCC	28615	9278.83045497021
Live-PL2-B05	ERCC-00076	CRL2097_Run140613	0	641	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00061	CRL2097_Run140613	0	1135	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00054	CRL2097_Run140613	0	273	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00164	CRL2097_Run140613	0	1021	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00085	CRL2097_Run140613	0	843	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00013	CRL2097_Run140613	0	807	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00057	CRL2097_Run140613	0	1020	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00086	CRL2097_Run140613	0	1019	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00104	CRL2097_Run140613	0	2021	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00160	CRL2097_Run140613	11	742	Live	ERCC	28615	518.07785579821
Live-PL2-B05	ERCC-00130	CRL2097_Run140613	3170	1058	Live	ERCC	28615	104707.995165596
Live-PL2-B05	ERCC-00022	CRL2097_Run140613	53	750	Live	ERCC	28615	2469.56724328732
Live-PL2-B05	ERCC-00099	CRL2097_Run140613	0	1349	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00145	CRL2097_Run140613	34	1041	Live	ERCC	28615	1141.39098297766
Live-PL2-B05	ERCC-00098	CRL2097_Run140613	0	1142	Live	ERCC	28615	0
Live-PL2-B05	ERCC-00111	CRL2097_Run140613	51	993	Live	ERCC	28615	1794.84594151019
Live-PL2-B05	ERCC-00002	CRL2097_Run140613	4170	1060	Live	ERCC	28615	137479.023734089
Live-PL2-B05	ERCC-00108	CRL2097_Run140613	350	1021	Live	ERCC	28615	11979.7719838656
Live-PL2-B06	ERCC-00117	CRL2097_Run140613	0	1135	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00017	CRL2097_Run140613	0	1135	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00157	CRL2097_Run140613	0	1018	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00078	CRL2097_Run140613	0	992	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00076	CRL2097_Run140613	0	641	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00147	CRL2097_Run140613	0	1022	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00083	CRL2097_Run140613	0	1021	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00013	CRL2097_Run140613	0	807	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00042	CRL2097_Run140613	19	1022	Live	ERCC	9048	2054.70800652662
Live-PL2-B06	ERCC-00165	CRL2097_Run140613	0	871	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00075	CRL2097_Run140613	0	1022	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00171	CRL2097_Run140613	267	504	Live	ERCC	9048	58550.166308787
Live-PL2-B06	ERCC-00051	CRL2097_Run140613	7	273	Live	ERCC	9048	2833.88877553334
Live-PL2-B06	ERCC-00060	CRL2097_Run140613	28	522	Live	ERCC	9048	5928.36502467894
Live-PL2-B06	ERCC-00112	CRL2097_Run140613	0	1135	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00046	CRL2097_Run140613	458	521	Live	ERCC	9048	97157.2385961161
Live-PL2-B06	ERCC-00158	CRL2097_Run140613	0	1026	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00059	CRL2097_Run140613	0	524	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00043	CRL2097_Run140613	116	1022	Live	ERCC	9048	12544.5330924783
Live-PL2-B06	ERCC-00058	CRL2097_Run140613	0	1135	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00126	CRL2097_Run140613	0	1117	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00079	CRL2097_Run140613	0	643	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00170	CRL2097_Run140613	0	1022	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00134	CRL2097_Run140613	0	273	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00111	CRL2097_Run140613	30	993	Live	ERCC	9048	3339.02302857402
Live-PL2-B06	ERCC-00156	CRL2097_Run140613	0	493	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00136	CRL2097_Run140613	25	1032	Live	ERCC	9048	2677.36584897772
Live-PL2-B06	ERCC-00143	CRL2097_Run140613	0	783	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00074	CRL2097_Run140613	3887	521	Live	ERCC	9048	824563.725814636
Live-PL2-B06	ERCC-00067	CRL2097_Run140613	0	643	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00109	CRL2097_Run140613	0	535	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00104	CRL2097_Run140613	0	2021	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00097	CRL2097_Run140613	0	522	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00003	CRL2097_Run140613	21	1022	Live	ERCC	9048	2270.99305984521
Live-PL2-B06	ERCC-00144	CRL2097_Run140613	0	537	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00077	CRL2097_Run140613	0	272	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00154	CRL2097_Run140613	0	536	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00069	CRL2097_Run140613	0	1136	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00044	CRL2097_Run140613	25	1155	Live	ERCC	9048	2392.24377155412
Live-PL2-B06	ERCC-00033	CRL2097_Run140613	0	2021	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00123	CRL2097_Run140613	0	1021	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00086	CRL2097_Run140613	0	1019	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00085	CRL2097_Run140613	0	843	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00019	CRL2097_Run140613	0	643	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00137	CRL2097_Run140613	0	536	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00150	CRL2097_Run140613	0	742	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00012	CRL2097_Run140613	0	993	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00092	CRL2097_Run140613	13	1123	Live	ERCC	9048	1279.41372145628
Live-PL2-B06	ERCC-00162	CRL2097_Run140613	0	522	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00035	CRL2097_Run140613	0	1129	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00113	CRL2097_Run140613	232	839	Live	ERCC	9048	30561.4131597445
Live-PL2-B06	ERCC-00108	CRL2097_Run140613	46	1021	Live	ERCC	9048	4979.42846553066
Live-PL2-B06	ERCC-00057	CRL2097_Run140613	0	1020	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00034	CRL2097_Run140613	2	1018	Live	ERCC	9048	217.134896357171
Live-PL2-B06	ERCC-00098	CRL2097_Run140613	0	1142	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00160	CRL2097_Run140613	0	742	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00039	CRL2097_Run140613	0	739	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00148	CRL2097_Run140613	0	493	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00028	CRL2097_Run140613	0	1129	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00025	CRL2097_Run140613	60	1993	Live	ERCC	9048	3327.29540127848
Live-PL2-B06	ERCC-00031	CRL2097_Run140613	0	1137	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00084	CRL2097_Run140613	0	993	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00040	CRL2097_Run140613	0	743	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00164	CRL2097_Run140613	0	1021	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00002	CRL2097_Run140613	1061	1060	Live	ERCC	9048	110625.9279649
Live-PL2-B06	ERCC-00142	CRL2097_Run140613	0	492	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00071	CRL2097_Run140613	0	641	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00022	CRL2097_Run140613	39	750	Live	ERCC	9048	5747.12643678161
Live-PL2-B06	ERCC-00138	CRL2097_Run140613	0	1023	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00081	CRL2097_Run140613	0	533	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00131	CRL2097_Run140613	0	770	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00004	CRL2097_Run140613	732	522	Live	ERCC	9048	154984.399930892
Live-PL2-B06	ERCC-00168	CRL2097_Run140613	0	1023	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00054	CRL2097_Run140613	0	273	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00096	CRL2097_Run140613	701	1106	Live	ERCC	9048	70050.3483131157
Live-PL2-B06	ERCC-00120	CRL2097_Run140613	0	535	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00163	CRL2097_Run140613	14	542	Live	ERCC	9048	2854.80308383986
Live-PL2-B06	ERCC-00024	CRL2097_Run140613	0	535	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00099	CRL2097_Run140613	0	1349	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00116	CRL2097_Run140613	1	1990	Live	ERCC	9048	55.5385237416081
Live-PL2-B06	ERCC-00016	CRL2097_Run140613	0	843	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00062	CRL2097_Run140613	0	1022	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00061	CRL2097_Run140613	0	1135	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00145	CRL2097_Run140613	4	1041	Live	ERCC	9048	424.674975007878
Live-PL2-B06	ERCC-00053	CRL2097_Run140613	2	1022	Live	ERCC	9048	216.285053318591
Live-PL2-B06	ERCC-00095	CRL2097_Run140613	41	520	Live	ERCC	9048	8714.20798476501
Live-PL2-B06	ERCC-00073	CRL2097_Run140613	0	602	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00041	CRL2097_Run140613	0	1121	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00014	CRL2097_Run140613	0	1956	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00048	CRL2097_Run140613	0	991	Live	ERCC	9048	0
Live-PL2-B06	ERCC-00130	CRL2097_Run140613	944	1058	Live	ERCC	9048	98612.9009074058
Live-PL2-B06	ERCC-00009	CRL2097_Run140613	273	983	Live	ERCC	9048	30694.2154558529
Live-PL2-B07	ERCC-00071	CRL2097_Run140613	0	641	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00116	CRL2097_Run140613	0	1990	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00108	CRL2097_Run140613	216	1021	Live	ERCC	14105	14998.7448966944
Live-PL2-B07	ERCC-00039	CRL2097_Run140613	16	739	Live	ERCC	14105	1534.97905473112
Live-PL2-B07	ERCC-00142	CRL2097_Run140613	0	492	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00130	CRL2097_Run140613	1907	1058	Live	ERCC	14105	127788.547814159
Live-PL2-B07	ERCC-00170	CRL2097_Run140613	0	1022	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00117	CRL2097_Run140613	0	1135	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00022	CRL2097_Run140613	0	750	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00044	CRL2097_Run140613	0	1155	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00098	CRL2097_Run140613	0	1142	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00058	CRL2097_Run140613	0	1135	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00163	CRL2097_Run140613	0	542	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00148	CRL2097_Run140613	0	493	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00017	CRL2097_Run140613	0	1135	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00077	CRL2097_Run140613	0	272	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00086	CRL2097_Run140613	0	1019	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00035	CRL2097_Run140613	0	1129	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00131	CRL2097_Run140613	0	770	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00104	CRL2097_Run140613	0	2021	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00120	CRL2097_Run140613	0	535	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00033	CRL2097_Run140613	0	2021	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00059	CRL2097_Run140613	0	524	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00154	CRL2097_Run140613	0	536	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00143	CRL2097_Run140613	0	783	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00053	CRL2097_Run140613	4	1022	Live	ERCC	14105	277.48275964929
Live-PL2-B07	ERCC-00113	CRL2097_Run140613	640	839	Live	ERCC	14105	54081.0260522668
Live-PL2-B07	ERCC-00099	CRL2097_Run140613	0	1349	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00138	CRL2097_Run140613	0	1023	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00073	CRL2097_Run140613	0	602	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00046	CRL2097_Run140613	810	521	Live	ERCC	14105	110223.501963951
Live-PL2-B07	ERCC-00003	CRL2097_Run140613	202	1022	Live	ERCC	14105	14012.8793622891
Live-PL2-B07	ERCC-00165	CRL2097_Run140613	0	871	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00034	CRL2097_Run140613	0	1018	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00164	CRL2097_Run140613	0	1021	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00092	CRL2097_Run140613	267	1123	Live	ERCC	14105	16856.1510588914
Live-PL2-B07	ERCC-00019	CRL2097_Run140613	0	643	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00109	CRL2097_Run140613	0	535	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00012	CRL2097_Run140613	0	993	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00076	CRL2097_Run140613	20	641	Live	ERCC	14105	2212.07004962226
Live-PL2-B07	ERCC-00136	CRL2097_Run140613	26	1032	Live	ERCC	14105	1786.16082592077
Live-PL2-B07	ERCC-00097	CRL2097_Run140613	0	522	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00043	CRL2097_Run140613	63	1022	Live	ERCC	14105	4370.35346447631
Live-PL2-B07	ERCC-00112	CRL2097_Run140613	0	1135	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00031	CRL2097_Run140613	0	1137	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00057	CRL2097_Run140613	0	1020	Live	ERCC	14105	0
Live-PL2-B07	ERCC-00144	CRL2097_Run140613	0	537	Live	ERCC	14105	0
