cellType 	 gene 	 date 	 timePt 	 dataNum 	 objNum 	volume 	 area 	 totalGAPDH 	 cytoGAPDH 	 nucGAPDH 	nucArea 	 nucIntensityTotal 	 nucIntensityAvg 	numCyclin 	 totalRNA 	 cytoRNA 	 nucRNA 	numTxnSites 	 avgIntron 	 avgExon 	 numRnaPerTxnSiteAvgExon 
CRL2097_ActD_SerumStarved	ZNF444	130327	4	6	1	1221.937369	3357.203125	1207	1156	51	195.421875	38569918.000000	3083.866475	4	9	8	1	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	ZNF444	130327	4	7	1	848.658261	2370.468750	960	918	42	202.781250	44931647.000000	3462.139544	3	8	8	0	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	ZNF444	130327	4	7	2	820.774030	2880.421875	795	762	33	245.812500	43694993.000000	2777.459509	3	7	4	3	1	472.780510	692.289916	1.080513
CRL2097_ActD_SerumStarved	ZNF444	130327	4	8	1	742.562758	1907.343750	902	855	47	202.562500	46717318.000000	3603.619099	5	9	7	2	1	523.707539	777.132491	0.656268
CRL2097_ActD_SerumStarved	ZNF444	130327	4	8	2	526.854559	2578.609375	656	617	39	247.343750	45849331.000000	2896.356980	5	5	3	2	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	ZNF444	130327	4	9	1	856.550236	2717.812500	1457	1375	82	185.140625	50002864.000000	4220.007089	6	9	7	2	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	ZNF444	130327	4	9	2	1047.024752	2602.984375	1086	1007	79	238.578125	47102891.000000	3084.870718	14	7	6	1	1	560.314862	657.847021	0.086995
CRL2097_ActD_SerumStarved	ZNF444	130327	4	10	1	1462.420578	3035.203125	1258	1204	54	262.765625	48915263.000000	2908.679491	3	9	8	1	1	511.186969	767.002392	0.851149
CRL2097_ActD_SerumStarved	ZNF444	130327	4	11	1	2018.841698	2813.296875	1968	1910	58	215.593750	45512277.000000	3298.469126	7	8	7	1	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	ZNF444	130327	4	12	1	1065.020827	2231.312500	1259	1202	57	196.390625	45140781.000000	3591.437744	4	12	9	3	1	729.558172	1030.057410	1.297273
CRL2097_ActD_SerumStarved	ZNF444	130327	4	13	1	755.831711	1581.171875	622	568	54	247.796875	47921182.000000	3021.702629	5	6	4	2	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	ZNF444	130327	4	13	2	1013.879836	3101.921875	895	851	44	226.718750	47947291.000000	3304.430806	3	6	4	2	1	435.631864	401.895352	0.281879
CRL2097_ActD_SerumStarved	ZNF444	130327	4	14	1	742.518429	2987.796875	868	837	31	205.906250	46434655.000000	3523.649643	3	11	7	4	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	ZNF444	130327	4	15	1	970.317653	2511.953125	978	938	40	222.953125	43771030.000000	3067.561147	4	11	7	4	1	656.718932	646.943713	0.908510
CRL2097_ActD_SerumStarved	ZNF444	130327	4	16	1	1824.897767	4217.453125	1587	1538	49	231.984375	46619383.000000	3139.986731	10	29	28	1	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	ZNF444	130327	4	17	1	1760.345368	3942.078125	1447	1378	69	259.765625	47945293.000000	2883.927398	12	17	13	4	1	625.065246	687.778392	0.464233
CRL2097_ActD_SerumStarved	ZNF444	130327	4	18	1	1255.038216	3014.921875	1151	1065	86	262.375000	45101202.000000	2685.874345	11	10	3	7	2	496.714161	487.888877	0.602764
CRL2097_ActD_SerumStarved	ZNF444	130327	4	19	1	669.858694	2681.156250	733	670	63	204.812500	44765212.000000	3415.106195	3	5	4	1	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	ZNF444	130327	4	20	1	1104.104538	2987.359375	1425	1365	60	206.718750	41743462.000000	3155.212547	8	15	12	3	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	ZNF444	130327	4	23	1	997.437173	2227.140625	1332	1239	93	184.140625	34553891.000000	2932.022995	8	9	8	1	1	589.159641	711.404959	0.893088
CRL2097_ActD_SerumStarved	ZNF444	130327	4	24	1	1073.657911	3122.828125	1122	1079	43	172.625000	34957159.000000	3164.116492	7	5	3	2	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	ZNF444	130327	4	25	1	275.093113	2477.484375	364	334	30	268.468750	36109328.000000	2101.578862	3	8	5	3	1	771.856283	517.701356	0.886924
CRL2097_ActD_SerumStarved	ZNF444	130327	4	26	1	836.038630	3457.125000	893	825	68	226.406250	36794693.000000	2539.316287	22	8	6	2	1	633.928162	712.177957	1.251700
CRL2097_ActD_SerumStarved	ZNF444	130327	4	27	1	1881.081160	4440.000000	1965	1902	63	287.765625	35299493.000000	1916.679861	7	25	20	5	1	590.577306	637.909807	1.152991
CRL2097_ActD_SerumStarved	ZNF444	130327	4	28	1	2240.464082	6280.390625	1862	1750	112	295.937500	36404044.000000	1922.072017	40	20	17	3	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	ZNF444	130327	4	29	1	2296.789183	4988.281250	2223	2159	64	236.640625	35803511.000000	2364.048267	5	19	15	4	2	425.082627	345.847648	0.541990
CRL2097_ActD_SerumStarved	ZNF444	130327	4	30	1	1100.083147	2456.500000	1114	1031	83	201.031250	30687039.000000	2385.126613	7	10	7	3	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	ZNF444	130327	4	31	1	829.767897	2437.984375	1278	1228	50	186.125000	33651786.000000	2825.032404	6	12	10	2	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	ZNF444	130327	4	32	1	2275.627756	5941.296875	2118	2055	63	349.703125	74045489.000000	3308.408427	3	20	14	6	1	518.270591	583.443010	0.840364
CRL2097_ActD_SerumStarved	ZNF444	130327	4	33	1	2255.502673	3279.203125	2060	2004	56	241.296875	33844537.000000	2191.577867	18	11	9	2	1	441.943722	668.525938	1.249568
CRL2097_ActD_SerumStarved	ZNF444	130327	4	34	1	2653.877376	6650.953125	2010	1954	56	268.062500	37436018.000000	2182.094777	6	16	15	1	1	339.544620	642.524792	0.890885
CRL2097_ActD_SerumStarved	ZNF444	130327	4	35	1	814.924477	2291.890625	768	725	43	198.765625	32166922.000000	2528.647276	24	5	5	0	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	UBC	130328	0	1	1	1179.708210	2958.437500	1482	1412	70	225.281250	44710146.000000	3100.995006	7	430	396	34	2	2757.880106	2619.072340	1.400978
CRL2097_ActD_SerumStarved	UBC	130328	0	1	2	1039.503301	2495.234375	1463	1362	101	269.140625	87852749.000000	5100.304731	2	476	438	38	4	1286.866832	1765.531000	1.036718
CRL2097_ActD_SerumStarved	UBC	130328	0	2	1	2890.495212	3308.234375	3015	2753	262	369.203125	50738100.000000	2147.280884	3	1309	1176	133	2	3060.453748	3689.611665	1.948691
CRL2097_ActD_SerumStarved	UBC	130328	0	3	1	1244.835965	3484.734375	1487	1366	121	253.640625	46955327.000000	2892.584673	10	450	421	29	2	2349.607526	3532.788420	1.614098
