drug 	 gene 	 date 	 conc 	 dataNum 	 objNum 	numTxnSites 	 intensity 
Triptolide	MYC	141114	100nM	16	1	1	1695.000000
Triptolide	MYC	141114	100nM	16	2	1	3467.000000
Triptolide	MYC	141114	100nM	17	1	1	2026.000000
Triptolide	MYC	141114	100nM	17	2	2	1927.000000
Triptolide	MYC	141114	100nM	17	2	2	2289.000000
Triptolide	MYC	141114	100nM	18	1	0	0.000000
Triptolide	MYC	141114	100nM	19	1	2	3294.000000
Triptolide	MYC	141114	100nM	19	1	2	2754.000000
Triptolide	MYC	141114	100nM	19	2	1	2567.000000
Triptolide	MYC	141114	100nM	20	1	2	6649.000000
Triptolide	MYC	141114	100nM	20	1	2	5082.000000
Triptolide	MYC	141114	100nM	20	2	2	7236.000000
Triptolide	MYC	141114	100nM	20	2	2	2417.000000
Triptolide	MYC	141114	100nM	21	1	1	1982.000000
Triptolide	MYC	141114	100nM	22	1	1	1484.000000
Triptolide	MYC	141114	100nM	22	2	1	982.000000
Triptolide	MYC	141114	100nM	23	1	0	0.000000
Triptolide	MYC	141114	100nM	23	2	2	1368.000000
Triptolide	MYC	141114	100nM	23	2	2	1920.000000
Triptolide	MYC	141114	100nM	24	1	2	2639.000000
Triptolide	MYC	141114	100nM	24	1	2	2278.000000
Triptolide	MYC	141114	100nM	25	1	2	2770.000000
Triptolide	MYC	141114	100nM	25	1	2	1210.000000
Triptolide	MYC	141114	100nM	25	2	2	3653.000000
Triptolide	MYC	141114	100nM	25	2	2	4568.000000
Triptolide	MYC	141114	100nM	26	1	1	2116.000000
Triptolide	MYC	141114	100nM	26	2	1	3538.000000
Triptolide	MYC	141114	100nM	27	1	2	4272.000000
Triptolide	MYC	141114	100nM	27	1	2	3016.000000
Triptolide	MYC	141114	100nM	27	2	1	1719.000000
Triptolide	MYC	141114	100nM	28	1	0	0.000000
Triptolide	MYC	141114	100nM	28	2	0	0.000000
Triptolide	MYC	141114	100nM	29	1	1	1063.000000
Triptolide	MYC	141114	100nM	29	2	1	1319.000000
Triptolide	MYC	141114	100nM	30	1	1	1759.000000
Triptolide	MYC	141114	100nM	30	2	1	1072.000000
Triptolide	MYC	141114	100nM	30	3	1	7665.000000
Triptolide	MYC	141114	100nM	31	1	1	2595.000000
Triptolide	MYC	141114	100nM	31	2	2	4114.000000
Triptolide	MYC	141114	100nM	31	2	2	4753.000000
Triptolide	MYC	141114	100nM	32	1	1	3780.000000
Triptolide	MYC	141114	100nM	32	2	0	0.000000
Triptolide	MYC	141114	Ctrl	1	1	1	1408.000000
Triptolide	MYC	141114	Ctrl	1	2	1	5800.000000
Triptolide	MYC	141114	Ctrl	2	1	1	5387.000000
Triptolide	MYC	141114	Ctrl	2	2	0	0.000000
Triptolide	MYC	141114	Ctrl	3	1	1	1114.000000
Triptolide	MYC	141114	Ctrl	4	1	0	0.000000
Triptolide	MYC	141114	Ctrl	4	2	2	5718.000000
Triptolide	MYC	141114	Ctrl	4	2	2	4234.000000
Triptolide	MYC	141114	Ctrl	5	1	0	0.000000
Triptolide	MYC	141114	Ctrl	5	2	1	13364.000000
Triptolide	MYC	141114	Ctrl	6	1	1	3830.000000
Triptolide	MYC	141114	Ctrl	6	2	0	0.000000
Triptolide	MYC	141114	Ctrl	7	1	0	0.000000
Triptolide	MYC	141114	Ctrl	7	2	0	0.000000
Triptolide	MYC	141114	Ctrl	7	3	2	636.000000
Triptolide	MYC	141114	Ctrl	7	3	2	859.000000
Triptolide	MYC	141114	Ctrl	8	1	2	2609.000000
Triptolide	MYC	141114	Ctrl	8	1	2	7752.000000
Triptolide	MYC	141114	Ctrl	8	2	2	3261.000000
Triptolide	MYC	141114	Ctrl	8	2	2	3231.000000
Triptolide	MYC	141114	Ctrl	9	1	1	5487.000000
Triptolide	MYC	141114	Ctrl	9	2	2	1581.000000
Triptolide	MYC	141114	Ctrl	9	2	2	2355.000000
Triptolide	MYC	141114	Ctrl	10	1	1	2654.000000
Triptolide	MYC	141114	Ctrl	10	2	2	9817.000000
Triptolide	MYC	141114	Ctrl	10	2	2	3309.000000
Triptolide	MYC	141114	Ctrl	11	1	1	1107.000000
Triptolide	MYC	141114	Ctrl	11	2	3	1802.000000
Triptolide	MYC	141114	Ctrl	11	2	3	2243.000000
Triptolide	MYC	141114	Ctrl	11	2	3	2140.000000
Triptolide	MYC	141114	Ctrl	12	1	2	5661.000000
Triptolide	MYC	141114	Ctrl	12	1	2	6298.000000
Triptolide	MYC	141114	Ctrl	12	2	1	3144.000000
Triptolide	MYC	141114	Ctrl	13	1	1	6165.000000
Triptolide	MYC	141114	Ctrl	13	2	2	3240.000000
Triptolide	MYC	141114	Ctrl	13	2	2	2189.000000
Triptolide	MYC	141114	Ctrl	13	3	1	4446.000000
Triptolide	MYC	141114	Ctrl	14	1	1	2994.000000
Triptolide	MYC	141114	Ctrl	14	2	1	7079.000000
Triptolide	MYC	141114	Ctrl	15	1	0	0.000000
Triptolide	MYC	141114	Ctrl	15	2	1	3555.000000
Triptolide	MYC	141114	Ctrl	15	3	2	6688.000000
Triptolide	MYC	141114	Ctrl	15	3	2	2515.000000
Triptolide	MYC	141114	Ctrl	16	1	2	2409.000000
Triptolide	MYC	141114	Ctrl	16	1	2	1958.000000
Triptolide	MYC	141114	Ctrl	16	2	4	3115.000000
Triptolide	MYC	141114	Ctrl	16	2	4	3929.000000
Triptolide	MYC	141114	Ctrl	16	2	4	2679.000000
Triptolide	MYC	141114	Ctrl	16	2	4	2155.000000
Triptolide	MYC	141114	Ctrl	17	1	3	2715.000000
Triptolide	MYC	141114	Ctrl	17	1	3	3162.000000
Triptolide	MYC	141114	Ctrl	17	1	3	1482.000000
Triptolide	MYC	141114	Ctrl	17	2	1	16061.000000
Triptolide	MYC	141114	Ctrl	18	1	2	5068.000000
Triptolide	MYC	141114	Ctrl	18	1	2	5194.000000
Triptolide	MYC	141114	Ctrl	18	2	0	0.000000
Triptolide	MYC	141114	Ctrl	18	3	1	920.000000
Triptolide	MYC	141114	Ctrl	19	1	0	0.000000
Triptolide	MYC	141114	Ctrl	19	2	2	31975.000000
Triptolide	MYC	141114	Ctrl	19	2	2	9006.000000
Triptolide	MYC	141114	Ctrl	19	3	2	1518.000000
Triptolide	MYC	141114	Ctrl	19	3	2	1367.000000
Triptolide	MYC	141114	Ctrl	20	1	0	0.000000
Triptolide	MYC	141114	Ctrl	20	2	1	22466.000000
Triptolide	MYC	141114	Ctrl	21	1	1	12084.000000
Triptolide	MYC	141114	Ctrl	21	2	0	0.000000
Triptolide	MYC	141114	Ctrl	22	1	0	0.000000
Triptolide	MYC	141114	Ctrl	22	2	0	0.000000
Triptolide	MYC	141114	Ctrl	23	1	2	1996.000000
Triptolide	MYC	141114	Ctrl	23	1	2	1703.000000
Triptolide	MYC	141114	Ctrl	23	2	0	0.000000
Triptolide	MYC	141114	Ctrl	24	1	1	2616.000000
Triptolide	MYC	141114	Ctrl	24	2	1	859.000000
Triptolide	MYC	141114	Ctrl	25	1	2	3754.000000
Triptolide	MYC	141114	Ctrl	25	1	2	12558.000000
Triptolide	MYC	141114	Ctrl	26	1	2	2291.000000
Triptolide	MYC	141114	Ctrl	26	1	2	6600.000000
Triptolide	MYC	141114	Ctrl	26	2	2	1582.000000
Triptolide	MYC	141114	Ctrl	26	2	2	1535.000000
Triptolide	MYC	141114	Ctrl	27	1	1	1381.000000
Triptolide	MYC	141114	Ctrl	27	2	0	0.000000
Triptolide	MYC	141114	Ctrl	28	1	0	0.000000
Triptolide	MYC	141114	Ctrl	29	1	2	7559.000000
Triptolide	MYC	141114	Ctrl	29	1	2	9714.000000
Triptolide	MYC	141114	Ctrl	29	2	1	2586.000000
Triptolide	UBC	141115	100nM	1	1	2	2165.000000
Triptolide	UBC	141115	100nM	1	1	2	1598.000000
Triptolide	UBC	141115	100nM	1	2	1	3384.000000
Triptolide	UBC	141115	100nM	1	3	0	0.000000
Triptolide	UBC	141115	100nM	1	4	0	0.000000
Triptolide	UBC	141115	100nM	2	1	1	4747.000000
Triptolide	UBC	141115	100nM	2	2	2	2531.000000
Triptolide	UBC	141115	100nM	2	2	2	2315.000000
Triptolide	UBC	141115	100nM	3	1	1	2874.000000
Triptolide	UBC	141115	100nM	3	2	0	0.000000
Triptolide	UBC	141115	100nM	4	1	2	1087.000000
Triptolide	UBC	141115	100nM	4	1	2	2833.000000
Triptolide	UBC	141115	100nM	5	1	2	1533.000000
Triptolide	UBC	141115	100nM	5	1	2	1540.000000
Triptolide	UBC	141115	100nM	5	2	3	1154.000000
Triptolide	UBC	141115	100nM	5	2	3	1429.000000
Triptolide	UBC	141115	100nM	5	2	3	1031.000000
Triptolide	UBC	141115	100nM	6	1	3	1361.000000
Triptolide	UBC	141115	100nM	6	1	3	1779.000000
Triptolide	UBC	141115	100nM	6	1	3	1284.000000
Triptolide	UBC	141115	100nM	6	2	0	0.000000
Triptolide	UBC	141115	100nM	7	1	0	0.000000
Triptolide	UBC	141115	100nM	7	2	2	2089.000000
Triptolide	UBC	141115	100nM	7	2	2	1707.000000
Triptolide	UBC	141115	100nM	7	3	1	1327.000000
Triptolide	UBC	141115	100nM	8	1	2	1881.000000
Triptolide	UBC	141115	100nM	8	1	2	1610.000000
Triptolide	UBC	141115	100nM	8	2	2	2075.000000
Triptolide	UBC	141115	100nM	8	2	2	1123.000000
Triptolide	UBC	141115	100nM	9	1	2	1910.000000
Triptolide	UBC	141115	100nM	9	1	2	1252.000000
Triptolide	UBC	141115	100nM	9	2	1	2007.000000
Triptolide	UBC	141115	100nM	10	1	0	0.000000
Triptolide	UBC	141115	100nM	11	1	1	2624.000000
Triptolide	UBC	141115	100nM	11	2	1	3679.000000
Triptolide	UBC	141115	100nM	12	1	3	2054.000000
Triptolide	UBC	141115	100nM	12	1	3	1966.000000
Triptolide	UBC	141115	100nM	12	1	3	2608.000000
Triptolide	UBC	141115	100nM	12	2	1	2124.000000
Triptolide	UBC	141115	100nM	12	3	1	3305.000000
Triptolide	UBC	141115	100nM	13	1	1	1585.000000
Triptolide	UBC	141115	100nM	14	1	0	0.000000
Triptolide	UBC	141115	100nM	15	2	0	0.000000
Triptolide	UBC	141115	100nM	16	1	2	1992.000000
Triptolide	UBC	141115	100nM	16	1	2	1877.000000
Triptolide	UBC	141115	100nM	16	2	0	0.000000
Triptolide	UBC	141115	100nM	16	3	2	1168.000000
Triptolide	UBC	141115	100nM	16	3	2	1468.000000
Triptolide	UBC	141115	100nM	17	1	2	1952.000000
Triptolide	UBC	141115	100nM	17	1	2	2776.000000
Triptolide	UBC	141115	100nM	18	1	1	4464.000000
Triptolide	UBC	141115	100nM	19	1	2	2149.000000
Triptolide	UBC	141115	100nM	19	1	2	1324.000000
Triptolide	UBC	141115	100nM	19	2	2	3286.000000
Triptolide	UBC	141115	100nM	19	2	2	1291.000000
Triptolide	UBC	141115	100nM	19	3	0	0.000000
Triptolide	UBC	141115	100nM	20	1	2	1418.000000
Triptolide	UBC	141115	100nM	20	1	2	1062.000000
Triptolide	UBC	141115	100nM	20	2	3	1473.000000
Triptolide	UBC	141115	100nM	20	2	3	1809.000000
Triptolide	UBC	141115	100nM	20	2	3	1420.000000
Triptolide	UBC	141115	100nM	21	1	1	2613.000000
Triptolide	UBC	141115	100nM	22	1	2	1380.000000
Triptolide	UBC	141115	100nM	22	1	2	1251.000000
Triptolide	UBC	141115	100nM	22	2	0	0.000000
Triptolide	UBC	141115	100nM	23	1	0	0.000000
Triptolide	UBC	141115	100nM	23	2	1	2514.000000
Triptolide	UBC	141115	100nM	24	1	1	1511.000000
Triptolide	UBC	141115	100nM	24	2	4	2163.000000
Triptolide	UBC	141115	100nM	24	2	4	3186.000000
Triptolide	UBC	141115	100nM	24	2	4	1673.000000
Triptolide	UBC	141115	100nM	24	2	4	1599.000000
Triptolide	UBC	141115	100nM	25	1	3	2861.000000
Triptolide	UBC	141115	100nM	25	1	3	1835.000000
Triptolide	UBC	141115	100nM	25	1	3	3280.000000
Triptolide	UBC	141115	100nM	25	2	1	2122.000000
Triptolide	UBC	141115	100nM	26	1	2	3510.000000
Triptolide	UBC	141115	100nM	26	1	2	2037.000000
Triptolide	UBC	141115	100nM	26	2	1	2467.000000
Triptolide	UBC	141115	100nM	26	3	0	0.000000
Triptolide	UBC	141115	100nM	27	1	1	1832.000000
Triptolide	UBC	141115	100nM	28	1	2	2208.000000
Triptolide	UBC	141115	100nM	28	1	2	1397.000000
Triptolide	UBC	141115	100nM	28	2	2	1846.000000
Triptolide	UBC	141115	100nM	28	2	2	1695.000000
Triptolide	UBC	141115	100nM	29	2	2	2434.000000
Triptolide	UBC	141115	100nM	29	2	2	1909.000000
Triptolide	UBC	141115	100nM	30	1	2	7491.000000
Triptolide	UBC	141115	100nM	30	1	2	2809.000000
Triptolide	UBC	141115	Ctrl	1	1	2	2192.000000
Triptolide	UBC	141115	Ctrl	1	1	2	2707.000000
Triptolide	UBC	141115	Ctrl	1	2	1	3872.000000
Triptolide	UBC	141115	Ctrl	1	3	2	1035.000000
Triptolide	UBC	141115	Ctrl	1	3	2	1306.000000
Triptolide	UBC	141115	Ctrl	2	1	4	2009.000000
Triptolide	UBC	141115	Ctrl	2	1	4	2793.000000
Triptolide	UBC	141115	Ctrl	2	1	4	1292.000000
Triptolide	UBC	141115	Ctrl	2	1	4	2252.000000
Triptolide	UBC	141115	Ctrl	2	2	3	1362.000000
Triptolide	UBC	141115	Ctrl	2	2	3	2084.000000
Triptolide	UBC	141115	Ctrl	2	2	3	1396.000000
Triptolide	UBC	141115	Ctrl	3	1	2	1621.000000
Triptolide	UBC	141115	Ctrl	3	1	2	1895.000000
Triptolide	UBC	141115	Ctrl	3	2	1	1913.000000
Triptolide	UBC	141115	Ctrl	3	3	3	1849.000000
Triptolide	UBC	141115	Ctrl	3	3	3	1990.000000
Triptolide	UBC	141115	Ctrl	3	3	3	1112.000000
Triptolide	UBC	141115	Ctrl	4	1	1	3958.000000
Triptolide	UBC	141115	Ctrl	4	2	2	2892.000000
Triptolide	UBC	141115	Ctrl	4	2	2	1900.000000
Triptolide	UBC	141115	Ctrl	5	1	0	0.000000
Triptolide	UBC	141115	Ctrl	5	2	3	6161.000000
Triptolide	UBC	141115	Ctrl	5	2	3	2870.000000
Triptolide	UBC	141115	Ctrl	5	2	3	4511.000000
Triptolide	UBC	141115	Ctrl	6	1	2	1844.000000
Triptolide	UBC	141115	Ctrl	6	1	2	1202.000000
Triptolide	UBC	141115	Ctrl	7	1	1	6132.000000
Triptolide	UBC	141115	Ctrl	7	2	4	2654.000000
Triptolide	UBC	141115	Ctrl	7	2	4	1834.000000
Triptolide	UBC	141115	Ctrl	7	2	4	1386.000000
Triptolide	UBC	141115	Ctrl	7	2	4	1379.000000
Triptolide	UBC	141115	Ctrl	8	1	0	0.000000
Triptolide	UBC	141115	Ctrl	8	2	1	7027.000000
Triptolide	UBC	141115	Ctrl	8	3	2	3446.000000
Triptolide	UBC	141115	Ctrl	8	3	2	2010.000000
Triptolide	UBC	141115	Ctrl	9	1	3	4554.000000
Triptolide	UBC	141115	Ctrl	9	1	3	3792.000000
Triptolide	UBC	141115	Ctrl	9	1	3	1450.000000
Triptolide	UBC	141115	Ctrl	9	2	1	1437.000000
Triptolide	UBC	141115	Ctrl	10	1	2	2049.000000
Triptolide	UBC	141115	Ctrl	10	1	2	2564.000000
Triptolide	UBC	141115	Ctrl	10	2	1	3578.000000
Triptolide	UBC	141115	Ctrl	11	1	1	1906.000000
Triptolide	UBC	141115	Ctrl	11	2	1	9373.000000
Triptolide	UBC	141115	Ctrl	12	1	3	6018.000000
Triptolide	UBC	141115	Ctrl	12	1	3	3126.000000
Triptolide	UBC	141115	Ctrl	12	1	3	4265.000000
Triptolide	UBC	141115	Ctrl	13	1	2	1346.000000
Triptolide	UBC	141115	Ctrl	13	1	2	1444.000000
Triptolide	UBC	141115	Ctrl	13	2	2	3322.000000
Triptolide	UBC	141115	Ctrl	13	2	2	1947.000000
Triptolide	UBC	141115	Ctrl	13	3	1	7516.000000
Triptolide	UBC	141115	Ctrl	14	1	0	0.000000
Triptolide	UBC	141115	Ctrl	14	2	1	3266.000000
Triptolide	UBC	141115	Ctrl	15	1	2	3490.000000
Triptolide	UBC	141115	Ctrl	15	1	2	2935.000000
Triptolide	UBC	141115	Ctrl	15	2	2	8900.000000
Triptolide	UBC	141115	Ctrl	15	2	2	7268.000000
Triptolide	UBC	141115	Ctrl	16	1	2	1887.000000
Triptolide	UBC	141115	Ctrl	16	1	2	1682.000000
Triptolide	UBC	141115	Ctrl	16	2	2	4006.000000
Triptolide	UBC	141115	Ctrl	16	2	2	1909.000000
Triptolide	UBC	141115	Ctrl	16	3	2	2786.000000
Triptolide	UBC	141115	Ctrl	16	3	2	2521.000000
Triptolide	UBC	141115	Ctrl	17	1	1	4948.000000
Triptolide	UBC	141115	Ctrl	17	2	1	1316.000000
Triptolide	UBC	141115	Ctrl	17	3	4	1468.000000
Triptolide	UBC	141115	Ctrl	17	3	4	1780.000000
Triptolide	UBC	141115	Ctrl	17	3	4	1672.000000
Triptolide	UBC	141115	Ctrl	17	3	4	2089.000000
Triptolide	UBC	141115	Ctrl	18	1	2	4670.000000
Triptolide	UBC	141115	Ctrl	18	1	2	2660.000000
Triptolide	UBC	141115	Ctrl	18	2	2	3378.000000
Triptolide	UBC	141115	Ctrl	18	2	2	2715.000000
Triptolide	UBC	141115	Ctrl	19	1	3	12701.000000
Triptolide	UBC	141115	Ctrl	19	1	3	1952.000000
Triptolide	UBC	141115	Ctrl	19	1	3	3281.000000
Triptolide	UBC	141115	Ctrl	19	2	1	4319.000000
Triptolide	UBC	141115	Ctrl	20	1	1	5175.000000
Triptolide	UBC	141115	Ctrl	20	2	0	0.000000
Triptolide	UBC	141115	Ctrl	21	1	1	1749.000000
Triptolide	UBC	141115	Ctrl	21	2	4	1126.000000
Triptolide	UBC	141115	Ctrl	21	2	4	1263.000000
Triptolide	UBC	141115	Ctrl	21	2	4	1037.000000
Triptolide	UBC	141115	Ctrl	21	2	4	1389.000000
Triptolide	UBC	141115	Ctrl	22	1	1	10642.000000
Triptolide	UBC	141115	Ctrl	22	2	4	5282.000000
Triptolide	UBC	141115	Ctrl	22	2	4	2657.000000
Triptolide	UBC	141115	Ctrl	22	2	4	1628.000000
Triptolide	UBC	141115	Ctrl	22	2	4	1293.000000
Triptolide	UBC	141115	Ctrl	22	3	2	3330.000000
Triptolide	UBC	141115	Ctrl	22	3	2	2394.000000
Triptolide	UBC	141115	Ctrl	23	1	1	6066.000000
Triptolide	UBC	141115	Ctrl	23	2	1	1932.000000
Triptolide	UBC	141115	Ctrl	24	1	1	10264.000000
Triptolide	UBC	141115	Ctrl	24	2	1	6289.000000
Triptolide	UBC	141115	Ctrl	25	1	1	6348.000000
Triptolide	UBC	141115	Ctrl	25	2	1	7708.000000
Triptolide	UBC	141115	Ctrl	26	1	2	3886.000000
Triptolide	UBC	141115	Ctrl	26	1	2	1988.000000
Triptolide	UBC	141115	Ctrl	27	1	2	5613.000000
Triptolide	UBC	141115	Ctrl	27	1	2	1247.000000
Triptolide	UBC	141115	Ctrl	28	1	2	4439.000000
Triptolide	UBC	141115	Ctrl	28	1	2	2800.000000
Triptolide	UBC	141115	Ctrl	28	2	2	2667.000000
Triptolide	UBC	141115	Ctrl	28	2	2	2767.000000
Triptolide	UBC	141115	Ctrl	29	1	1	4317.000000
Triptolide	UBC	141115	Ctrl	29	2	3	4525.000000
Triptolide	UBC	141115	Ctrl	29	2	3	1724.000000
Triptolide	UBC	141115	Ctrl	29	2	3	1611.000000
Triptolide	UBC	141115	Ctrl	30	1	3	2120.000000
Triptolide	UBC	141115	Ctrl	30	1	3	2632.000000
Triptolide	UBC	141115	Ctrl	30	1	3	4212.000000
Triptolide	UBC	141115	Ctrl	30	2	4	5078.000000
Triptolide	UBC	141115	Ctrl	30	2	4	2760.000000
Triptolide	UBC	141115	Ctrl	30	2	4	3185.000000
Triptolide	UBC	141115	Ctrl	30	2	4	3508.000000
