cellType 	 gene 	 date 	 dataNum 	 objNum 	volume 	 area 	 totalGAPDH 	 cytoGAPDH 	 nucGAPDH 	nucArea 	 nucIntensityTotal 	 nucIntensityAvg 	numCyclin 	 totalRNA 	 cytoRNA 	 nucRNA 	numTxnSites 	 avgIntron 	 avgExon 	 numRnaPerTxnSiteAvgExon 
A549	SLC1A5	120622	7	2	1972.623315	1309.218750	2696	1995	701	214.375000	4387531.000000	319.790889	188	335	225	110	1	200.693147	376.692469	1.179958
A549	SLC1A5	120622	7	3	1467.916748	985.546875	2373	1963	410	192.984375	4420957.000000	357.943243	25	143	53	90	0	0.000000	0.000000	0.000000
A549	SLC1A5	120622	8	1	1745.082714	1117.953125	2397	2010	387	332.765625	5573881.000000	261.721416	35	210	140	70	0	0.000000	0.000000	0.000000
A549	SLC1A5	120622	8	2	905.892695	1016.218750	1325	1155	170	186.656250	4454248.000000	372.865227	6	108	79	29	2	296.945777	400.297018	0.504445
A549	SLC1A5	120622	8	3	3888.088616	1044.890625	3867	3118	749	219.750000	5673878.000000	403.432736	166	359	238	121	0	0.000000	0.000000	0.000000
A549	SLC1A5	120622	9	1	3327.962317	1550.406250	2767	2491	276	198.468750	4139013.000000	325.855220	49	171	120	51	2	195.551343	611.472819	1.031310
A549	SLC1A5	120622	9	2	3784.561307	1881.187500	2567	2346	221	267.468750	3114865.000000	181.964307	11	107	69	38	2	163.706901	422.541696	0.840974
A549	SLC1A5	120622	9	3	4734.186260	1763.109375	2912	2691	221	252.500000	4968647.000000	307.465780	187	225	182	43	0	0.000000	0.000000	0.000000
A549	USF2	120622	1	1	1457.509059	847.859375	1507	1312	195	179.781250	2532786.000000	220.127412	22	82	60	22	0	0.000000	0.000000	0.000000
A549	USF2	120622	1	2	3102.633944	1389.703125	2687	2355	332	213.359375	3310912.000000	242.468839	4	120	95	25	1	215.357618	380.160682	0.728341
