gene	Nm_seq	lower_seq	upper_seq	meanCount	seCount
FRMD6-AS1	3.22971670254009	1.8350238600095	5.69007789735662	17.2000779018969	4.6321263847779
FRMD6-AS2	6.35838391255068	2.67904202149292	14.2186485576383	18.139885546088	7.03448698245936
FRMD8	0.113541711246478	0.0629276393209977	0.18272856780473	127.445464842262	7.18326183795684
FRS2	0.750415853853967	0.451486534096577	1.10548082857706	52.3586185074266	7.26176033178762
FRY	2.34858148699571	1.33270473846905	4.01863765390804	20.167230624028	4.67222946337811
FRYL	0.412500352307219	0.262913747090199	0.607718360574452	62.9966040983056	6.90788114871974
FSCN1	0.428187788194979	0.226490914767147	0.659213434560403	23.1593464111272	3.23000757024984
FSD1	9.39643098230495	4.06349916400808	21.0037514896355	11.9613440494768	5.345601672755
FSD1L	1.20475885398093	0.656479144501753	1.94069821929713	34.8761548062883	6.24510841416763
FSIP1	4.92760072553251	2.08180429766076	10.574648655931	8.70766171869827	2.86626914455361
FST	1.7250939105754	0.936842710502066	2.86760039943402	79.3589979986907	16.0954602527435
FSTL1	0.0726593321973235	0.0459578843854421	0.102867182099111	569.774414165741	25.3016882656079
FSTL3	2.92830445208514	1.62296507122474	4.90449059859593	20.6444063187383	5.54260938190216
FTH1	0.258535120856098	0.165611561584223	0.349049957308985	632.401474415635	61.0794886711412
FTH1P3	1.19761559385422	0.41224499088556	2.05795408882286	24.3230124001513	5.85118144096307
FTL	0.144316492780272	0.0894065297099986	0.211154324509539	4093.28611287666	270.24831295907
FTO	0.234380287057093	0.140046259486421	0.349303221836689	173.481403679632	13.9020159419231
FTSJ1	0.352034618841932	0.202728874128409	0.51880188876391	143.436509671183	13.6118227494846
FTSJ2	0.622533388950576	0.384653080717728	0.96907133313065	166.994580935653	20.812932954395
FTSJ3	0.851135550534815	0.468074177001696	1.32798550163096	74.6984047803148	10.7564461486531
FTX	9.98681172866161	3.47439012394498	23.5150303661614	5.45795948844169	2.85644863892776
FUBP1	0.153859825310377	0.10165858632873	0.21475999724237	189.033121092406	12.5436548140893
FUBP3	1.03412327109855	0.553423143344549	1.6227241070808	29.6755651663829	4.69426337272267
FUCA1	8.15884220231772	3.09448338958392	16.8993600540429	13.7800701488706	6.50866139866765
FUCA2	0.4064944908065	0.246671448992466	0.614195959576117	151.231906020356	15.8248971143743
FUNDC1	1.45398898636631	0.86509174867478	2.32117512662312	60.0313129711489	11.1472421039976
FUNDC2	0.240228882979247	0.137440131706282	0.364107819643506	115.54794998815	9.91233627834016
FUOM	2.93623964179643	1.5259487959185	5.06796701875664	56.9820888215267	14.877450572198
FURIN	1.15378991690889	0.676392935570306	1.79030217585765	18.0680250933184	3.07638672303557
FUS	0.197721520228584	0.10917934282959	0.31164530606557	95.3101447693084	6.68693757160077
FUT10	1.73248707224381	1.09155401915294	2.65971950102927	40.2884886161695	8.20288595017329
FUT11	2.31506280839909	1.22614137964789	4.24116241069982	30.0043590453302	7.04557887714682
FUT4	4.97400773150092	2.58286660886774	9.26120884768064	13.0130506441922	4.52314172759762
