5.2282	5.2561	6.0853
3.9603	5.0359	5.5369
4.1015	7.1139	5.9749
5.2273	7.2414	5.6434
4.6344	6.3294	5.1087
3.3666	6.1092	4.5603
5.0444	6.7791	6.4636
5.298	7.4626	5.7213
4.7051	6.5506	5.1866
3.4373	6.3304	4.6382
5.1152	7.0003	6.5415
5.8309	6.678	4.8552
4.5631	6.4578	4.3067
6.2409	7.1277	6.2101
3.9702	5.5458	3.772
5.648	6.2158	5.6753
4.3802	5.9955	5.1269
3.8091	5.6795	5.5793
3.2162	4.7675	5.0445
1.9483	4.5473	4.4961
3.6262	5.2172	6.3994
4.342	4.8949	4.7131
3.0741	4.6747	4.1646
4.752	5.3446	6.068
2.4812	3.7627	3.6299
4.1591	4.4327	5.5332
2.8913	4.2124	4.9848
4.4127	5.1161	4.791
3.1448	4.8959	4.2426
4.8227	5.5658	6.1459
2.5519	3.9839	3.7078
4.2298	4.6539	5.6112
2.962	4.4336	5.0627
3.6777	4.1114	3.3764
5.3556	4.7813	5.2797
4.0877	4.5611	4.7313
3.4948	3.6491	4.1965
5.2857	8.4496	7.2986
6.4115	8.577	6.9671
5.8186	7.6651	6.4324
4.5508	7.4448	5.884
6.2286	8.1148	7.7873
6.4822	8.7982	7.0451
5.8893	7.8862	6.5103
4.6215	7.666	5.9619
6.2993	8.3359	7.8652
7.0151	8.0137	6.1789
5.7472	7.7934	5.6304
7.4251	8.4634	7.5338
5.1544	6.8815	5.0957
6.8322	7.5514	6.999
5.5644	7.3312	6.4506
4.9933	7.0151	6.903
4.4004	6.1031	6.3682
3.1325	5.8829	5.8198
4.8104	6.5528	7.7231
5.5262	6.2306	6.0368
4.2583	6.0103	5.4883
5.9362	6.6803	7.3917
3.6654	5.0984	4.9536
5.3433	5.7683	6.8569
4.0754	5.5481	6.3085
5.5969	6.4518	6.1147
4.329	6.2315	5.5663
6.0069	6.9015	7.4696
3.7361	5.3196	5.0315
5.414	5.9895	6.9349
4.1461	5.7693	6.3864
4.8619	5.447	4.7001
6.5398	6.1169	6.6034
5.2719	5.8967	6.055
4.679	4.9847	5.5202
5.4131	7.9747	6.493
4.8203	7.0628	5.9582
3.5524	6.8425	5.4098
5.2303	7.5125	7.3131
5.946	7.1902	5.6268
4.6782	6.97	5.0783
6.3561	7.6399	6.9817
4.0853	6.058	4.5436
5.7632	6.728	6.4469
4.4953	6.5077	5.8985
6.0167	7.4114	5.7047
4.7489	7.1912	5.1563
6.4268	7.8611	7.0596
4.156	6.2792	4.6215
5.8339	6.9491	6.5249
4.566	6.7289	5.9764
5.2818	6.4066	4.2901
6.9596	7.0766	6.1934
5.6918	6.8563	5.645
5.0989	5.9444	5.1102
4.5278	5.6283	5.5626
3.26	5.408	5.0142
4.9378	6.078	6.9175
2.6671	4.4961	4.4794
4.3449	5.166	6.3828
3.0771	4.9458	5.8343
3.7928	4.6235	4.148
5.4707	5.2935	6.0513
4.2029	5.0732	5.5029
3.61	4.1613	4.9681
3.8635	4.8447	4.2259
5.5414	5.5147	6.1292
4.2736	5.2944	5.5808
3.6807	4.3825	5.0461
4.8064	4.5099	4.7146
